Unnamed: 0,epsilon,cnn_accuracy,glrt_accuracy,psr_db,adv_trained,distill_trained,dae_trained
0,0.0,0.9767616191904048,0.969640179910045,-inf,0.9583958020989504,0.9668290854572712,0.9765742128935532
1,0.0042105263157894,0.9643928035982008,0.9632683658170914,-47.51327227921771,0.9385307346326835,0.9505247376311844,0.9619565217391304
2,0.0084210526315789,0.930472263868066,0.95595952023988,-41.492672365938084,0.9177286356821588,0.9197901049475262,0.9299100449775112
3,0.0126315789473684,0.853448275862069,0.9501499250374812,-37.97084718482446,0.8727511244377811,0.8660044977511244,0.8656296851574213
4,0.0168421052631578,0.7616191904047976,0.9385307346326835,-35.47207245265846,0.8090329835082459,0.81071964017991,0.7861694152923538
5,0.0210526315789473,0.6701649175412294,0.9280359820089956,-33.533872192497334,0.7243253373313343,0.7762368815592204,0.7027736131934033
6,0.0252631578947368,0.593328335832084,0.918103448275862,-31.950247271544832,0.6278110944527736,0.763680659670165,0.6287481259370314
7,0.0294736842105263,0.5419790104947526,0.9077961019490256,-30.61131147893257,0.5470389805097451,0.7571214392803598,0.5704647676161919
8,0.0336842105263157,0.5014992503748126,0.8976761619190404,-29.451472539378834,0.5039355322338831,0.7514992503748126,0.5256746626686657
9,0.0378947368421052,0.4750749625187406,0.8879310344827587,-28.428422090431212,0.4724512743628186,0.7473763118440779,0.4945652173913043
10,0.0421052631578947,0.4494002998500749,0.8793103448275862,-27.513272279217706,0.4495877061469265,0.7432533733133433,0.4687031484257871
11,0.0463157894736842,0.4211019490254872,0.8721889055472264,-26.68541857605321,0.4235382308845577,0.7396926536731634,0.4434032983508246
12,0.0505263157894736,0.3935532233883058,0.8646926536731634,-25.929647358265214,0.3959895052473763,0.737256371814093,0.4186656671664168
13,0.0547368421052631,0.3729385307346327,0.8592578710644677,-25.23440523308097,0.3735007496251874,0.7348200899550225,0.3976761619190405
14,0.0589473684210526,0.3603823088455772,0.85476011994003,-24.590711565652946,0.352136431784108,0.7321964017991005,0.3787481259370315
15,0.0631578947368421,0.3517616191904048,0.8504497751124438,-23.991447098104082,0.3343328335832084,0.7293853073463268,0.3656296851574213
16,0.0673684210526315,0.3427661169415292,0.8461394302848576,-23.43087262609921,0.3199025487256371,0.7273238380809596,0.352136431784108
17,0.071578947368421,0.3311469265367316,0.8422038980509745,-22.904293851652227,0.3071589205397301,0.7254497751124438,0.344640179910045
18,0.0757894736842105,0.3189655172413793,0.8384557721139431,-22.407822177151587,0.2953523238380809,0.7233883058470765,0.3395802098950525
19,0.08,0.3071589205397301,0.8352698650674663,-21.93820026016113,0.280359820089955,0.7220764617691154,0.3330209895052474
