Unnamed: 0,epsilon,cnn_accuracy,glrt_accuracy,psr_db,adv_trained,distill_trained,dae_trained
0,0.0,0.9767616191904048,0.969640179910045,-inf,0.964767616191904,0.9668290854572712,0.9752623688155924
1,0.0042105263157894,0.9643928035982008,0.9634557721139432,-47.51327227921771,0.9462143928035982,0.950712143928036,0.9615817091454272
2,0.0084210526315789,0.931784107946027,0.9561469265367316,-41.492672365938084,0.9222263868065969,0.9199775112443778,0.9299100449775112
3,0.0126315789473684,0.8600074962518741,0.9499625187406296,-37.97084718482446,0.882496251874063,0.8695652173913043,0.8633808095952024
4,0.0168421052631578,0.7766116941529235,0.9407796101949024,-35.47207245265846,0.8197151424287856,0.8302098950524738,0.7942278860569715
5,0.0210526315789473,0.698088455772114,0.9302848575712144,-33.533872192497334,0.7393178410794603,0.8000374812593704,0.7085832083958021
6,0.0252631578947368,0.6309970014992504,0.9211019490254873,-31.950247271544832,0.6529235382308846,0.7906671664167916,0.6458020989505248
7,0.0294736842105263,0.5833958020989505,0.9096701649175412,-30.61131147893257,0.5788980509745127,0.7865442278860569,0.5922038980509745
8,0.0336842105263157,0.5449775112443778,0.8993628185907047,-29.451472539378834,0.5301724137931034,0.7848575712143928,0.5522863568215892
9,0.0378947368421052,0.5183658170914542,0.8896176911544228,-28.428422090431212,0.501311844077961,0.782608695652174,0.5243628185907047
10,0.0421052631578947,0.4977511244377811,0.8808095952023988,-27.513272279217706,0.4831334332833583,0.781671664167916,0.5078710644677661
11,0.0463157894736842,0.4806971514242878,0.8738755622188905,-26.68541857605321,0.4690779610194902,0.780359820089955,0.4928785607196402
12,0.0505263157894736,0.4642053973013493,0.8650674662668666,-25.929647358265214,0.4540854572713643,0.7796101949025487,0.474887556221889
13,0.0547368421052631,0.4477136431784108,0.8562593703148426,-25.23440523308097,0.443215892053973,0.7781109445277361,0.4632683658170914
14,0.0589473684210526,0.4351574212893553,0.8470764617691154,-24.590711565652946,0.4323463268365817,0.7758620689655172,0.4514617691154423
15,0.0631578947368421,0.4239130434782608,0.8367691154422788,-23.991447098104082,0.4233508245877061,0.7747376311844077,0.4390929535232384
16,0.0673684210526315,0.41547976011994,0.8260869565217391,-23.43087262609921,0.4149175412293853,0.7736131934032984,0.4321589205397301
17,0.071578947368421,0.4087331334332834,0.8157796101949025,-22.904293851652227,0.4074212893553223,0.7726761619190404,0.422976011994003
18,0.0757894736842105,0.4046101949025487,0.8039730134932533,-22.407822177151587,0.4025487256371814,0.7711769115442278,0.41547976011994
19,0.08,0.4001124437781109,0.7931034482758621,-21.93820026016113,0.3969265367316342,0.7704272863568216,0.4102323838080959
